PHONE,IMEI1,IMEI2,TYPE,START,END,IMSI,TOWER,LATITUDE,LONGITUDE,OPERATORS
8747599002,428188015126455,874768647799002,SMSOUT,2014-01-01 14:18:46,2014-01-01 14:18:46,999338747599002,38930799,18.34432,50.304556,Idea
8747599002,319453834856710,874768647799002,SMSOUT,2014-01-02 13:44:27,2014-01-02 13:44:27,429228747599002,43712505,26.430066,61.479027,Vodafone
6271495742,319453834856710,627155845695742,SMSIN,2014-01-10 07:13:52,2014-01-10 07:13:52,316126271495742,83349544,21.074988,56.470106,Vodafone
8443693453,782385973817325,844377788993453,CALLOUT,2014-03-05 04:52:15,2014-03-05 05:39:54,963048443693453,60315059,23.626475,53.527842,BSNL
7616998625,428188015126455,761707479498625,CALLOUT,2014-03-09 04:01:50,2014-03-09 05:28:46,859437616998625,45080208,30.847252,55.225735,Vodafone
7695301133,319453834856710,769537808601133,SMSOUT,2014-03-16 07:18:58,2014-03-16 07:18:58,585867695301133,18038118,24.949319,56.512005,Airtel
8443693453,782385973817325,844377788993453,SMSOUT,2014-07-17 11:53:26,2014-07-17 11:53:26,530918443693453,79929767,34.103691,42.589762,BSNL
8747599002,782385973817325,874768647799002,CALLIN,2014-07-21 16:18:19,2014-07-21 16:39:28,362128747599002,30021509,33.454511,38.828181,Airtel
8730763759,782385973817325,873085106663759,CALLIN,2014-07-26 03:36:36,2014-07-26 04:12:12,416588730763759,85141726,28.524977,40.653702,Airtel
9597971881,428188015126455,959806786071881,SMSIN,2014-07-26 14:56:24,2014-07-26 14:56:24,830819597971881,10084862,30.444101,42.574613,Vodafone
7695301133,428188015126455,769537808601133,CALLOUT,2014-10-18 20:40:39,2014-10-18 21:21:34,175307695301133,31261422,37.418061,40.242325,Vodafone
8747599002,319453834856710,874768647799002,CALLOUT,2014-11-27 19:25:19,2014-11-27 20:02:04,166118747599002,64196214,31.464196,40.094924,Airtel
8730763759,782385973817325,873085106663759,CALLOUT,2015-01-12 09:55:48,2015-01-12 11:12:22,146648730763759,76621301,35.321078,40.501371,Vodafone
6017882461,782385973817325,601794263982461,CALLIN,2015-01-15 15:41:08,2015-01-15 15:48:47,941476017882461,19143237,33.602814,39.15847,Idea
6271495742,319453834856710,627155845695742,CALLIN,2015-01-15 17:32:15,2015-01-15 17:50:00,848276271495742,40554497,32.11708,39.727611,Idea
8443693453,428188015126455,844377788993453,CALLIN,2015-02-02 07:04:26,2015-02-02 08:08:47,939868443693453,85027545,32.089982,38.702059,Idea
7616998625,428188015126455,761707479498625,SMSIN,2015-02-28 05:08:21,2015-02-28 05:08:21,404877616998625,43512829,29.614572,39.33255,Vodafone
8747599002,428188015126455,874768647799002,CALLIN,2015-03-04 23:05:11,2015-03-05 00:31:42,945678747599002,44290260,31.684694,43.339952,Jio
8395607162,782385973817325,839569111807162,SMSOUT,2015-04-05 11:14:05,2015-04-05 11:14:05,657768395607162,64293286,32.662188,43.855212,Vodafone
7621300415,319453834856710,762137662800415,CALLOUT,2015-04-07 13:29:30,2015-04-07 14:58:51,289767621300415,58783749,36.163382,45.061849,Vodafone
7095803759,428188015126455,709587471703759,CALLIN,2015-06-16 08:36:00,2015-06-16 09:26:31,142917095803759,22156311,34.570649,40.744504,Airtel
9775812956,319453834856710,977591071412956,SMSOUT,2015-06-27 06:07:07,2015-06-27 06:07:07,748999775812956,78600025,32.550698,44.627886,Idea
8755593360,319453834856710,875568091593360,CALLOUT,2015-10-04 06:22:35,2015-10-04 06:22:51,397288755593360,18525552,28.027786,44.712099,BSNL
7695301133,782385973817325,769537808601133,CALLIN,2015-11-02 05:27:58,2015-11-02 06:03:22,407557695301133,94070789,31.81034,37.503785,Airtel
7616998625,782385973817325,761707479498625,CALLIN,2016-04-18 14:16:07,2016-04-18 15:21:08,499657616998625,53623673,35.100333,39.618874,Vodafone
6271495742,782385973817325,627155845695742,CALLIN,2016-05-29 12:49:14,2016-05-29 13:34:46,210706271495742,84302058,31.57049,43.081625,Idea
7616998625,782385973817325,761707479498625,SMSOUT,2016-08-21 15:11:23,2016-08-21 15:11:23,237397616998625,97068850,36.180828,-90.408004,Vodafone
6789998519,782385973817325,679006641898519,CALLOUT,2016-09-30 02:14:32,2016-09-30 02:55:00,227366789998519,11222298,30.708331,-94.771503,Airtel
8395607162,428188015126455,839569111807162,CALLIN,2016-10-10 14:00:22,2016-10-10 14:48:48,100918395607162,55903915,28.763394,-91.262396,BSNL
6789998519,319453834856710,679006641898519,SMSOUT,2016-11-18 16:10:46,2016-11-18 16:10:46,624006789998519,36519380,34.824861,-95.939512,Airtel
8395607162,319453834856710,839569111807162,SMSOUT,2017-04-15 05:45:02,2017-04-15 05:45:02,826668395607162,44552110,38.528508,-94.253228,Vodafone
9377912265,319453834856710,937800604412265,SMSOUT,2017-06-23 09:42:41,2017-06-23 09:42:41,454649377912265,23222136,31.071327,-98.647474,BSNL
7695301133,782385973817325,769537808601133,SMSOUT,2017-08-13 04:22:32,2017-08-13 04:22:32,227227695301133,90446090,29.02899,-98.524403,Vodafone
8348966680,319453834856710,834905016966680,CALLIN,2017-09-22 06:53:04,2017-09-22 07:02:02,975688348966680,37758724,37.257295,-93.653209,BSNL
6853797419,428188015126455,685386595697419,CALLOUT,2017-12-01 22:41:24,2017-12-02 00:04:24,123026853797419,65904969,32.75373,-99.539428,Vodafone
7621300415,428188015126455,762137662800415,CALLOUT,2018-01-30 23:15:05,2018-01-31 00:05:49,540077621300415,30829389,36.560245,-99.498625,Idea
7621300415,782385973817325,762137662800415,SMSIN,2018-03-08 01:04:30,2018-03-08 01:04:30,505827621300415,96796007,35.455133,-102.216022,Jio
8755593360,782385973817325,875568091593360,CALLIN,2018-05-19 16:16:43,2018-05-19 17:34:56,136438755593360,58810503,34.476376,-91.515218,Airtel
6666314442,428188015126455,666638110514442,CALLOUT,2018-08-10 22:49:33,2018-08-10 23:04:25,108176666314442,39110404,34.02551,-88.10533,Airtel
9377912265,319453834856710,937800604412265,SMSIN,2018-09-20 12:32:34,2018-09-20 12:32:34,653599377912265,13427020,37.65977,-101.570681,Airtel
6017882461,319453834856710,601794263982461,CALLOUT,2018-09-26 01:52:06,2018-09-26 02:09:51,239446017882461,90981537,31.434114,-90.953878,BSNL
8069743271,428188015126455,806982396843271,CALLIN,2018-10-06 08:46:58,2018-10-06 09:25:52,843218069743271,12893981,32.104229,-92.657747,Jio
9377912265,782385973817325,937800604412265,SMSOUT,2018-10-17 17:44:38,2018-10-17 17:44:38,693189377912265,53123685,39.032817,-99.502318,BSNL
8755593360,319453834856710,875568091593360,SMSOUT,2018-11-08 03:03:00,2018-11-08 03:03:00,747338755593360,81445121,29.642192,-91.529042,Idea
9221055674,782385973817325,922114788455674,CALLIN,2018-12-15 16:53:42,2018-12-15 18:14:42,825859221055674,64531167,33.440306,-94.379295,Airtel
6002981005,319453834856710,600304103481005,CALLOUT,2018-12-18 12:00:15,2018-12-18 12:42:17,292396002981005,18008738,27.993605,-97.007645,Airtel
6789998519,319453834856710,679006641898519,CALLOUT,2018-12-26 13:24:12,2018-12-26 14:42:11,747666789998519,17255378,28.608575,76.871892,Airtel
9775812956,428188015126455,977591071412956,CALLIN,2018-12-29 03:06:31,2018-12-29 04:25:49,264479775812956,53493557,28.510838,77.47871,Vodafone
6002981005,428188015126455,600304103481005,SMSIN,2019-02-18 14:14:55,2019-02-18 14:14:55,590066002981005,34197356,27.884115,76.384279,BSNL
6853797419,319453834856710,685386595697419,SMSIN,2019-03-08 21:01:39,2019-03-08 21:01:39,649626853797419,74435043,28.413359,76.966332,Airtel
8443693453,319453834856710,844377788993453,CALLIN,2019-06-05 00:09:27,2019-06-05 01:17:30,708978443693453,52703612,27.90165,76.46912,Idea
6017882461,782385973817325,601794263982461,CALLOUT,2019-07-02 03:24:38,2019-07-02 04:01:01,953546017882461,22823502,28.069395,76.067858,Vodafone
9221055674,428188015126455,922114788455674,CALLIN,2019-07-18 06:49:47,2019-07-18 07:00:12,229629221055674,76441260,28.154231,76.279618,Airtel
8069743271,428188015126455,806982396843271,SMSIN,2019-09-03 12:40:54,2019-09-03 12:40:54,713598069743271,55083754,28.53263,77.89662,Airtel
7095803759,319453834856710,709587471703759,SMSIN,2019-10-21 03:58:00,2019-10-21 03:58:00,550977095803759,60496065,28.478577,76.909573,Idea
6271495742,782385973817325,627155845695742,CALLIN,2019-10-28 19:23:59,2019-10-28 19:48:16,844346271495742,56235753,27.603689,76.349868,Idea
9597971881,319453834856710,959806786071881,SMSIN,2019-12-27 11:00:16,2019-12-27 11:00:16,293119597971881,37223019,27.796034,77.454433,Airtel
7621300415,782385973817325,762137662800415,CALLOUT,2020-01-05 19:18:25,2020-01-05 19:34:09,165667621300415,41152904,27.623332,77.523347,BSNL
8755593360,428188015126455,875568091593360,SMSIN,2020-02-21 20:49:06,2020-02-21 20:49:06,271118755593360,68655761,27.882022,76.429881,Vodafone
8747599002,319453834856710,874768647799002,CALLOUT,2020-04-28 21:01:33,2020-04-28 21:20:45,782138747599002,60389553,28.5485,76.689303,Jio
8730763759,319453834856710,873085106663759,CALLIN,2020-05-05 08:36:43,2020-05-05 09:33:56,859268730763759,84259636,28.471706,76.844302,BSNL
7240277149,782385973817325,724034955177149,SMSOUT,2020-05-12 06:35:26,2020-05-12 06:35:26,514837240277149,54667458,28.223175,77.036551,Vodafone
6789998519,428188015126455,679006641898519,SMSIN,2020-06-29 21:03:38,2020-06-29 21:03:38,420296789998519,54755809,28.174971,76.237071,Jio
6666314442,319453834856710,666638110514442,SMSIN,2020-12-17 17:36:14,2020-12-17 17:36:14,225276666314442,33008320,29.062966,77.125442,Idea
7095803759,782385973817325,709587471703759,SMSOUT,2021-02-07 20:38:15,2021-02-07 20:38:15,567507095803759,10013711,27.728759,76.400784,BSNL
8069743271,782385973817325,806982396843271,SMSIN,2021-08-20 02:30:39,2021-08-20 02:30:39,319018069743271,23675483,27.828103,77.054708,BSNL
