PHONE,IMEI1,IMEI2,TYPE,START,END,IMSI,TOWER,LATITUDE,LONGITUDE,OPERATORS
7244428887,202822860821352,724450133128887,SMSOUT,2017-06-04 00:39:30,2017-06-04 00:39:30,740907244428887,35439643,27.745081,77.006706,Idea
6617854170,732635171129383,661792034854170,SMSIN,2017-06-04 11:02:41,2017-06-04 11:02:41,244486617854170,72791948,26.962251,75.37697,Airtel
9931312250,732635171129383,993141156312250,SMSIN,2017-06-28 16:05:02,2017-06-28 16:05:02,329129931312250,57192742,27.617998,76.326534,Airtel
8711727231,732635171129383,871181434827231,CALLOUT,2017-08-28 07:04:57,2017-08-28 07:49:17,358608711727231,69958610,29.251838,77.028866,Airtel
6617854170,202822860821352,661792034854170,CALLOUT,2017-09-06 08:22:15,2017-09-06 08:41:38,271496617854170,98044333,28.796222,77.229814,Idea
6877172043,732635171129383,687724081472043,SMSIN,2017-09-06 11:05:56,2017-09-06 11:05:56,966836877172043,29755186,27.972477,77.571933,Airtel
7741534721,202822860821352,774161213634721,CALLOUT,2017-09-13 16:11:44,2017-09-13 16:24:13,821157741534721,37150931,27.896191,76.475668,BSNL
9734796939,732635171129383,973489428696939,CALLOUT,2017-10-10 16:50:31,2017-10-10 17:42:09,159309734796939,54296178,28.361708,77.025685,Jio
7502043345,639454717974236,750211836543345,SMSIN,2018-01-10 10:12:10,2018-01-10 10:12:10,831187502043345,57398978,27.98093,76.114774,Airtel
6511668396,202822860821352,651173351268396,SMSIN,2018-01-30 06:04:45,2018-01-30 06:04:45,559706511668396,31464492,27.730728,76.960451,Airtel
7706494386,202822860821352,770657145094386,SMSIN,2018-02-02 06:32:40,2018-02-02 06:32:40,538577706494386,33089313,27.944098,76.84992,Airtel
7688051043,732635171129383,768812792351043,CALLIN,2018-02-23 21:23:51,2018-02-23 22:52:31,884077688051043,69750596,27.179206,77.022554,Jio
6617854170,639454717974236,661792034854170,SMSIN,2018-03-12 11:45:19,2018-03-12 11:45:19,667506617854170,10736577,27.801371,77.097044,Airtel
9380479101,202822860821352,938057290579101,CALLIN,2018-03-19 03:05:42,2018-03-19 03:44:30,883509380479101,56446886,27.895978,76.572458,Airtel
7706494386,202822860821352,770657145094386,SMSIN,2018-08-11 22:26:26,2018-08-11 22:26:26,822717706494386,81947866,27.879462,78.083227,Jio
7706494386,202822860821352,770657145094386,SMSOUT,2018-08-16 00:52:41,2018-08-16 00:52:41,952517706494386,46014982,28.580999,77.854226,Idea
8692285849,639454717974236,869237277185849,SMSIN,2018-09-08 05:54:57,2018-09-08 05:54:57,830018692285849,25998686,28.304161,76.419009,Idea
7367558669,639454717974236,736763234458669,CALLOUT,2018-09-12 12:51:36,2018-09-12 14:05:24,382237367558669,97871924,27.652196,75.812191,Vodafone
8783896509,639454717974236,878398434796509,SMSIN,2018-09-30 22:17:41,2018-09-30 22:17:41,920108783896509,27566123,28.150181,77.148179,Airtel
9380479101,639454717974236,938057290579101,CALLOUT,2018-11-06 23:44:31,2018-11-07 00:40:23,304769380479101,37566904,28.120776,77.292394,Idea
7502043345,202822860821352,750211836543345,CALLIN,2018-11-13 12:54:07,2018-11-13 13:28:34,390737502043345,29246640,28.923336,75.759117,Idea
7367558669,639454717974236,736763234458669,CALLOUT,2018-11-20 05:35:46,2018-11-20 05:36:47,847157367558669,23653350,28.325547,76.849316,Idea
8589153844,732635171129383,858923973553844,CALLOUT,2019-01-09 10:44:57,2019-01-09 11:09:27,533048589153844,49486799,28.861848,76.583003,Idea
7706494386,202822860821352,770657145094386,SMSIN,2019-01-14 20:52:50,2019-01-14 20:52:50,608137706494386,28694341,27.920748,77.584221,Airtel
9380479101,639454717974236,938057290579101,CALLIN,2019-02-20 17:14:24,2019-02-20 18:38:48,144739380479101,58151658,27.631696,77.027889,Airtel
9563364049,202822860821352,956345968264049,CALLIN,2019-02-27 06:45:51,2019-02-27 07:14:31,160659563364049,73938476,27.91043,76.297581,Jio
7244428887,639454717974236,724450133128887,SMSIN,2019-03-20 14:24:51,2019-03-20 14:24:51,742977244428887,61709337,27.561351,76.632719,Airtel
7244428887,732635171129383,724450133128887,SMSOUT,2019-03-23 05:28:19,2019-03-23 05:28:19,560417244428887,12388376,29.058189,77.980489,BSNL
7741612341,639454717974236,774168975712341,CALLOUT,2019-05-08 15:00:37,2019-05-08 15:55:16,553247741612341,74706787,28.634234,76.948831,BSNL
6642646326,732635171129383,664271275246326,SMSOUT,2019-05-31 18:14:47,2019-05-31 18:14:47,642846642646326,66719302,27.705162,76.305153,Idea
6642646326,202822860821352,664271275246326,SMSIN,2019-06-06 20:40:57,2019-06-06 20:40:57,981806642646326,85415644,28.11656,76.597772,BSNL
8711727231,639454717974236,871181434827231,CALLIN,2019-09-14 01:22:51,2019-09-14 02:37:43,353058711727231,38334676,27.482972,76.938772,Airtel
8069256244,732635171129383,806933693656244,SMSOUT,2019-10-12 15:38:39,2019-10-12 15:38:39,568798069256244,27586772,28.172774,77.313813,BSNL
9563364049,202822860821352,956345968264049,SMSOUT,2019-10-14 17:49:58,2019-10-14 17:49:58,118339563364049,27101831,27.825942,76.620067,Jio
7741612341,732635171129383,774168975712341,SMSOUT,2019-10-25 21:38:48,2019-10-25 21:38:48,464797741612341,28370124,28.398892,77.570758,Vodafone
9734796939,732635171129383,973489428696939,CALLIN,2019-11-06 05:35:03,2019-11-06 06:54:22,220129734796939,76360405,27.381219,77.183121,Airtel
8589153844,202822860821352,858923973553844,SMSOUT,2019-11-15 13:16:07,2019-11-15 13:16:07,791528589153844,14149446,28.029207,77.572396,Idea
8711727231,639454717974236,871181434827231,SMSIN,2019-12-02 03:52:43,2019-12-02 03:52:43,651438711727231,10270157,27.869318,77.044493,Airtel
6617854170,732635171129383,661792034854170,CALLOUT,2019-12-20 19:42:21,2019-12-20 20:12:39,467276617854170,36532566,28.246995,77.144485,Vodafone
7247907120,202822860821352,724797959907120,CALLOUT,2019-12-26 08:52:32,2019-12-26 09:35:45,859837247907120,76027055,27.486369,77.428339,Idea
7741612341,732635171129383,774168975712341,CALLOUT,2019-12-31 19:11:59,2019-12-31 20:30:51,252057741612341,20589165,27.479274,76.741338,BSNL
7688051043,202822860821352,768812792351043,SMSIN,2020-02-06 01:56:16,2020-02-06 01:56:16,460757688051043,47200649,27.61249,77.129479,Idea
6642646326,639454717974236,664271275246326,SMSOUT,2020-02-26 16:03:33,2020-02-26 16:03:33,436776642646326,25260028,27.271439,77.129186,BSNL
6642646326,732635171129383,664271275246326,CALLOUT,2020-02-29 08:01:04,2020-02-29 08:12:03,473476642646326,41709070,29.019489,76.342526,Airtel
9563364049,202822860821352,956345968264049,CALLOUT,2020-03-01 11:02:07,2020-03-01 12:07:40,123219563364049,43874819,28.549585,77.776886,Airtel
9922544208,639454717974236,992264343344208,SMSOUT,2020-03-06 07:53:27,2020-03-06 07:53:27,658209922544208,71001922,27.943745,77.028709,Vodafone
7741612341,202822860821352,774168975712341,CALLOUT,2020-03-08 13:25:03,2020-03-08 13:31:52,987357741612341,48220180,27.790829,77.015477,BSNL
7367558669,639454717974236,736763234458669,SMSIN,2020-03-15 09:41:57,2020-03-15 09:41:57,605747367558669,33267011,28.364602,77.484274,Airtel
7502043345,732635171129383,750211836543345,SMSOUT,2020-03-20 11:56:19,2020-03-20 11:56:19,626307502043345,10497529,27.982531,77.744178,Vodafone
8589153844,202822860821352,858923973553844,CALLIN,2020-03-27 01:07:49,2020-03-27 01:20:48,248068589153844,77793264,27.897123,77.397231,Airtel
9618401669,639454717974236,961849785301669,CALLIN,2020-08-12 07:48:11,2020-08-12 09:16:37,925539618401669,72944442,16.165352,73.325102,BSNL
6877172043,639454717974236,687724081472043,SMSIN,2020-08-27 11:39:08,2020-08-27 11:39:08,667326877172043,94848904,17.307269,71.780371,Airtel
8589153844,639454717974236,858923973553844,SMSOUT,2020-09-06 03:44:53,2020-09-06 03:44:53,789808589153844,53332052,20.095262,70.805894,BSNL
9380479101,732635171129383,938057290579101,CALLIN,2020-09-29 09:20:52,2020-09-29 10:14:51,702069380479101,26170157,19.377133,71.007509,Jio
6642646326,639454717974236,664271275246326,SMSOUT,2020-11-21 01:23:43,2020-11-21 01:23:43,146436642646326,41233550,18.091189,72.491011,Airtel
9563364049,639454717974236,956345968264049,CALLIN,2020-11-24 06:15:40,2020-11-24 06:44:55,676499563364049,70874199,19.267859,71.796542,Idea
7367558669,732635171129383,736763234458669,CALLIN,2020-11-29 11:27:45,2020-11-29 11:41:55,749437367558669,26275674,19.708654,70.744773,Airtel
8589153844,202822860821352,858923973553844,SMSOUT,2020-12-11 01:59:25,2020-12-11 01:59:25,902658589153844,81709624,19.982077,72.634489,BSNL
8783896509,202822860821352,878398434796509,SMSOUT,2020-12-21 00:40:51,2020-12-21 00:40:51,788948783896509,25584787,18.558279,71.209954,Jio
7706494386,732635171129383,770657145094386,CALLIN,2021-02-04 05:12:09,2021-02-04 05:20:33,316627706494386,54162681,17.955079,73.002051,Vodafone
9380479101,202822860821352,938057290579101,CALLOUT,2021-02-06 20:26:44,2021-02-06 21:30:14,809649380479101,37619258,19.102286,72.606691,Jio
7706494386,732635171129383,770657145094386,SMSOUT,2021-02-21 13:09:57,2021-02-21 13:09:57,524647706494386,70227042,17.910789,71.35642,BSNL
8692285849,639454717974236,869237277185849,CALLOUT,2021-02-26 15:32:24,2021-02-26 16:39:50,856848692285849,93504977,18.861305,71.294383,Airtel
7247907120,202822860821352,724797959907120,SMSOUT,2021-03-10 01:22:46,2021-03-10 01:22:46,216187247907120,19943675,18.314359,74.204633,Airtel
9380479101,639454717974236,938057290579101,CALLOUT,2021-04-08 21:34:09,2021-04-08 22:43:07,273279380479101,25268177,17.625721,71.649247,Jio
8711727231,639454717974236,871181434827231,SMSIN,2021-04-13 20:11:10,2021-04-13 20:11:10,182058711727231,92231882,18.305205,72.565138,Jio
7244428887,732635171129383,724450133128887,CALLOUT,2021-06-03 10:12:38,2021-06-03 11:34:28,328147244428887,50548577,18.396286,72.185679,Idea
9618401669,202822860821352,961849785301669,CALLIN,2021-07-31 12:49:06,2021-07-31 12:50:44,449169618401669,84422316,17.249511,71.342736,BSNL
9380479101,202822860821352,938057290579101,SMSIN,2021-08-24 23:04:04,2021-08-24 23:04:04,609499380479101,58571646,16.888655,72.094514,Airtel
7502043345,732635171129383,750211836543345,CALLIN,2021-10-01 11:56:02,2021-10-01 12:51:21,805247502043345,91046870,19.951064,70.579609,Vodafone
