PHONE,IMEI1,IMEI2,TYPE,START,END,IMSI,TOWER,LATITUDE,LONGITUDE,OPERATORS
7894497327,875183712221565,789457627197327,CALLIN,2011-07-12 12:02:20,2011-07-12 13:31:01,179187894497327,11166723,-8.238547,39.607829,Idea
6350299575,875183712221565,635036307799575,SMSOUT,2011-08-16 11:57:56,2011-08-16 11:57:56,192036350299575,46767989,0.130559,31.577614,Jio
7894497327,221178885897634,789457627197327,CALLIN,2011-11-09 00:39:34,2011-11-09 01:56:37,256747894497327,77271299,-7.923574,28.906439,Vodafone
7164187728,875183712221565,716425936987728,CALLIN,2011-12-08 07:57:51,2011-12-08 09:07:59,413527164187728,89771160,-14.62703,25.935085,BSNL
6483779231,136392971142709,648384406879231,SMSIN,2012-01-03 14:37:24,2012-01-03 14:37:24,801756483779231,52930633,-10.454218,31.33034,Vodafone
9645947681,221178885897634,964604414047681,SMSOUT,2012-03-16 11:01:38,2012-03-16 11:01:38,688609645947681,73778849,-9.816081,33.468077,Idea
9940995902,221178885897634,994109531195902,SMSOUT,2012-05-02 14:33:01,2012-05-02 14:33:01,399109940995902,32075102,22.760519,57.070122,Idea
9049353242,136392971142709,904944373553242,CALLOUT,2012-11-05 21:23:02,2012-11-05 22:47:14,104849049353242,88279883,19.771162,56.875865,Vodafone
7164187728,136392971142709,716425936987728,CALLOUT,2013-02-26 18:05:06,2013-02-26 18:21:53,769937164187728,41874499,26.675581,51.340025,Vodafone
9359335202,136392971142709,935942879535202,CALLIN,2013-03-20 08:25:59,2013-03-20 08:46:24,829569359335202,58562304,29.724203,60.274479,Airtel
9359335202,875183712221565,935942879535202,CALLOUT,2013-04-15 00:44:41,2013-04-15 02:14:23,403829359335202,47315660,20.438543,53.057065,BSNL
6350299575,221178885897634,635036307799575,SMSOUT,2013-07-02 23:27:43,2013-07-02 23:27:43,290686350299575,32066032,33.625913,60.276756,BSNL
8145053052,221178885897634,814513450253052,CALLIN,2013-10-30 18:47:53,2013-10-30 20:00:01,487158145053052,32692106,23.242958,53.447115,Airtel
8168295858,221178885897634,816837754095858,SMSIN,2013-12-03 11:43:05,2013-12-03 11:43:05,168118168295858,24951819,21.424493,49.521187,Idea
9987364758,875183712221565,998746463164758,SMSOUT,2013-12-14 12:50:10,2013-12-14 12:50:10,275939987364758,52505903,18.361327,50.0047,Idea
8145053052,221178885897634,814513450253052,SMSOUT,2014-01-04 02:13:41,2014-01-04 02:13:41,693918145053052,59338935,20.088432,55.806353,Airtel
7164187728,221178885897634,716425936987728,CALLOUT,2014-02-04 12:19:00,2014-02-04 13:07:40,873827164187728,59115686,23.231743,44.683444,Idea
9987364758,136392971142709,998746463164758,CALLIN,2014-03-27 23:39:02,2014-03-28 00:07:40,623169987364758,29010999,20.470614,53.768011,Jio
8145053052,221178885897634,814513450253052,CALLOUT,2014-04-16 21:28:18,2014-04-16 21:35:07,281138145053052,36779353,16.75725,56.800091,Vodafone
7910281872,221178885897634,791036097481872,CALLOUT,2014-04-25 10:55:11,2014-04-25 11:54:41,414187910281872,33328121,26.185941,54.900677,Idea
8168295858,136392971142709,816837754095858,CALLIN,2014-05-09 23:28:53,2014-05-10 00:19:50,973678168295858,61873798,26.002005,63.950137,Airtel
9645947681,875183712221565,964604414047681,CALLIN,2014-05-24 09:16:08,2014-05-24 10:42:03,962209645947681,99085537,30.054654,53.194571,Vodafone
9359335202,136392971142709,935942879535202,CALLOUT,2014-05-29 07:00:21,2014-05-29 07:05:47,492739359335202,95348124,22.754435,56.102646,BSNL
9402844267,875183712221565,940293829544267,SMSOUT,2014-08-21 22:37:11,2014-08-21 22:37:11,495439402844267,71019678,31.326767,56.538762,BSNL
9359335202,136392971142709,935942879535202,SMSOUT,2014-10-20 10:37:25,2014-10-20 10:37:25,624389359335202,87673959,31.075203,52.858325,Idea
8332282864,221178885897634,833236618682864,CALLOUT,2014-12-09 09:02:02,2014-12-09 10:27:54,276698332282864,39509605,20.568104,51.420677,Vodafone
7362249677,875183712221565,736232329949677,SMSIN,2014-12-27 22:12:31,2014-12-27 22:12:31,239107362249677,32738502,20.244495,70.657428,Vodafone
7894497327,221178885897634,789457627197327,SMSIN,2014-12-28 23:47:21,2014-12-28 23:47:21,692137894497327,65821602,19.62741,73.225328,Vodafone
6964850172,136392971142709,696491982050172,CALLOUT,2015-02-08 16:25:52,2015-02-08 17:34:36,384086964850172,27929358,17.751758,72.800648,BSNL
6483779231,136392971142709,648384406879231,CALLIN,2015-03-20 10:57:38,2015-03-20 11:41:32,100716483779231,65499509,17.908514,72.671613,Jio
9987364758,875183712221565,998746463164758,CALLOUT,2015-06-12 05:33:38,2015-06-12 06:51:08,276429987364758,56052327,18.847475,71.023519,Airtel
7164187728,221178885897634,716425936987728,SMSIN,2015-09-26 03:44:20,2015-09-26 03:44:20,490917164187728,38026448,20.746352,72.663399,Airtel
9402844267,221178885897634,940293829544267,SMSOUT,2015-10-01 03:45:10,2015-10-01 03:45:10,835549402844267,73768146,19.088786,71.428281,Airtel
9359335202,221178885897634,935942879535202,SMSIN,2015-10-07 18:19:31,2015-10-07 18:19:31,210699359335202,39522282,19.888175,73.073254,Vodafone
9402844267,875183712221565,940293829544267,CALLIN,2015-10-28 22:41:34,2015-10-28 23:46:54,971859402844267,86949131,19.367946,73.789374,Vodafone
9987364758,875183712221565,998746463164758,SMSOUT,2015-12-07 02:23:36,2015-12-07 02:23:36,217409987364758,96304760,20.265317,72.355023,Airtel
7894497327,136392971142709,789457627197327,CALLOUT,2015-12-18 20:46:49,2015-12-18 21:17:18,610997894497327,74732657,18.142406,71.288377,Airtel
9645947681,136392971142709,964604414047681,CALLOUT,2016-03-13 19:00:56,2016-03-13 20:13:08,708399645947681,34499357,18.44587,71.630283,Idea
9711355490,875183712221565,971145260355490,SMSOUT,2016-03-31 04:36:39,2016-03-31 04:36:39,663909711355490,78999833,17.055759,71.188144,Vodafone
8145392533,875183712221565,814547398692533,SMSIN,2016-06-28 02:42:59,2016-06-28 02:42:59,778048145392533,12261729,19.83078,70.263664,Jio
9049353242,875183712221565,904944373553242,SMSOUT,2016-07-31 04:14:30,2016-07-31 04:14:30,154289049353242,13244618,20.564848,71.556767,BSNL
6350299575,875183712221565,635036307799575,CALLIN,2016-08-22 16:23:24,2016-08-22 16:44:08,947176350299575,74502003,18.920703,70.025465,Jio
8056179449,221178885897634,805626001079449,CALLIN,2017-03-11 18:20:20,2017-03-11 19:36:54,542688056179449,35415118,18.571148,73.137264,BSNL
6483779231,221178885897634,648384406879231,CALLIN,2017-03-15 22:43:42,2017-03-15 23:36:47,162036483779231,62697868,19.839932,71.46732,Airtel
9049353242,136392971142709,904944373553242,CALLIN,2017-07-05 09:44:55,2017-07-05 10:56:43,779509049353242,91649699,19.432214,72.427564,Jio
9776125748,875183712221565,977622350925748,CALLOUT,2017-09-24 12:28:42,2017-09-24 13:08:14,517049776125748,10386770,19.622651,70.668312,BSNL
8168295858,136392971142709,816837754095858,SMSOUT,2018-03-03 16:38:11,2018-03-03 16:38:11,616068168295858,27927344,33.550431,-97.823411,BSNL
9776125748,221178885897634,977622350925748,SMSIN,2018-04-09 13:56:15,2018-04-09 13:56:15,430319776125748,92559501,34.11943,-96.806966,Vodafone
7910281872,875183712221565,791036097481872,CALLIN,2018-07-05 01:20:24,2018-07-05 02:21:53,921287910281872,22594344,37.147452,-93.303411,Idea
7164187728,136392971142709,716425936987728,CALLOUT,2018-08-20 23:38:45,2018-08-21 00:06:07,844777164187728,56592041,38.254703,-105.217311,Jio
9359335202,221178885897634,935942879535202,CALLIN,2018-09-01 19:50:35,2018-09-01 20:30:57,176759359335202,87722621,32.964714,-95.005404,BSNL
9645947681,136392971142709,964604414047681,CALLOUT,2018-11-03 08:44:36,2018-11-03 09:26:54,524839645947681,64418474,30.732323,-91.586979,BSNL
6350299575,875183712221565,635036307799575,CALLIN,2018-12-26 07:50:43,2018-12-26 08:15:40,597856350299575,95970068,35.570392,-86.685937,BSNL
9711355490,221178885897634,971145260355490,CALLOUT,2019-06-10 08:52:40,2019-06-10 09:03:15,641169711355490,42802563,28.729781,-99.711802,Jio
8728222085,221178885897634,872830936722085,SMSOUT,2019-07-20 14:57:03,2019-07-20 14:57:03,782168728222085,59485861,33.746072,-93.70826,Airtel
9987364758,221178885897634,998746463164758,SMSIN,2019-08-06 23:11:44,2019-08-06 23:11:44,932409987364758,89220532,35.546449,-94.546834,Vodafone
9402844267,221178885897634,940293829544267,CALLIN,2019-08-20 12:52:08,2019-08-20 13:18:20,133289402844267,61259931,37.268943,-97.088964,Airtel
9049353242,221178885897634,904944373553242,SMSIN,2019-09-26 04:04:20,2019-09-26 04:04:20,814359049353242,42315926,34.034096,-94.840171,Airtel
7164187728,221178885897634,716425936987728,SMSOUT,2020-01-30 17:46:28,2020-01-30 17:46:28,969557164187728,93319543,32.76636,-99.265242,Vodafone
9402844267,221178885897634,940293829544267,SMSOUT,2020-05-05 08:35:33,2020-05-05 08:35:33,825419402844267,16015539,33.710198,-91.15917,BSNL
8728222085,136392971142709,872830936722085,CALLOUT,2020-08-01 16:12:52,2020-08-01 17:27:56,683398728222085,70604981,40.83684,-94.391689,BSNL
8145053052,875183712221565,814513450253052,SMSIN,2020-12-27 00:06:51,2020-12-27 00:06:51,271718145053052,51100258,28.294334,-95.281227,Airtel
7362249677,221178885897634,736232329949677,CALLOUT,2021-03-10 22:04:57,2021-03-10 23:19:08,800007362249677,51010768,33.536458,-97.918152,BSNL
9402844267,875183712221565,940293829544267,CALLIN,2021-06-17 05:58:36,2021-06-17 06:11:20,986029402844267,23470817,35.090382,-93.407632,Vodafone
9711355490,136392971142709,971145260355490,SMSOUT,2021-08-16 01:18:44,2021-08-16 01:18:44,766859711355490,63470790,34.307477,-97.442368,Airtel
7910281872,221178885897634,791036097481872,CALLOUT,2021-10-06 03:31:12,2021-10-06 03:48:47,303387910281872,74792577,37.021656,-95.471789,Airtel
